RecipeID,Name,TimeRequired,Instructions,Portions,Cuisine,DishID
582,Cucumber Pan Rolls,30,"Place cucumber in a blender  or food processor; cover and process until smooth., Place 3/4 cup of puree in a saucepan (discard remaining puree or save for  another use.  Add sour cream, water, sugar, and salt to pan; heat to 120 to 130 degrees (mixture will appear separated.  In a mixing bowl, combine 1 1/4 cups  flour, yeast, chives and dill; add cucumber mixture.  Beat on low speed just  until moistened; beat on high for 3 minutes., Add enough remaining flour to form a stiff dough., Turn onto a floured surface; knead until smooth and elastic,  about 6 to 8 minutes., 
Place in a greased bowl, turning once to grease top., Cover and let rise in a warm place until doubled about 1 hour., Punch dough  down; let rest 10 minutes., Shape into 12 balls; place in a 13 x 9 x 2\ baking  pan that has been sprayed with nonstick cooking spray., Cover and let rise until doubled, about 45 minutes., Bake at 375 for 30 to 35 minutes or until golden  brown., Remove from pan and cool on a wire rack f!  or 10 minutes., Serve warm.",12.0,International,582
583,Homemade Cucumber Relish,30,"Combine cucumbers, celery, onion and peppers in a large bowl; add salt and  water., Cover and refrigerate overnight.  Drain; rinse and drain again., Combine remaining ingredients in a large kettle; bring to a boil., Add vegetables;  simmer for 10 minutes., Ladle hot mixture into hot jars, leaving 1/4\ headspace. Adjust caps., Process for 10 minutes in a boiling water bath.",4.0,International,583
584,Cucumber-Avocado Dip,30,"Peel, seed and dice tomato., Peel, split lengthwise, seed and dice cucumbers., Thoroughly drain all liquid from tomato and cucumbers., Mix all the ingredients and chill before serving., Serve with chips or vegetables., Also good as a dressing for chicken salad.",4.0,International,584
585,Cucumbers and Onions in Sour Cream,30,"Peel and slice the cucumber very thin., Chop the green onions (including the tops. Mix with the cucumber., Sprinkle the salt and sugar over all and toss lightly with a fork to distribute sugar and salt evenly over the cucumber slices., Let stand 15 to 20 minutes., Drain thoroughly, pressing cucumber to extract as much moisture as possible.  Stir the vinegar into the sour cream., Add a dash of white pepper., Pour over cucumber and onion., Refrigerate until ready to serve. NOTE: I usually double this recipe as it is better the longer it sits in the refrigerator., 
I also like more onion so I usually use 3 to 4 if they are small.",4.0,International,585
586,Curried Carrot Bisque,30,"Heat butter over medium heat in pot. Stir in carrots, leeks, ginger, garlic, and curry powder., Saute for about 5 minutes or until leeks soften slightly., Pour in chicken stock, bring to a boil, lower heat and simmer, covered, 20 ~ 25  minutes or until vegetables are tender., Puree in a blender or food processor., Return to heat, add whipping cream, salt and pepper and simmer for 5 minutes., Garnish with grated carrot.  Serves 4 to 6., The Globe and Mail -----",4.0,International,586
587,Curried Chicken II,30,"Put desiccated coconut to soak in a pint of boiling water for a couple of hours., Sieve and strain., Only the liquid is used., Cut up a chicken or use chicken  pieces., Melt butter or good dripping in pan, add finely chopped onion, curry  powder, a pinch of ground cloves and cinnamon., Fry stirring constantly, till  brown., Add chicken pieces and fry these until brown., Add  salt, the warmed  coconut liquid., Cover saucepan, and simmer gently till chicken is tender.",8.0,International,587
588,Cream Cheese Biscuits,30,"Preheat the oven to 425 degrees., Sift together the flour and salt. Add the butter, piece by piece, and the cream cheese. Mix until you have a dough that holds together., Do not overmix., Turn the dough out onto a lightly floured work surface and, with a rolling pin, roll it out to a thickness of about 1/2\., Cut out rounds with a biscuit cutter and place on a lightly buttered baking sheet.  Bake until pale brown, about 20 minutes., Serve warm.",4.0,International,588
589,Cream Cheese Chicken Lasagna,30,"Cook noodles according to package directions; drain, and set aside.   Combine cottage cheese and cream cheese, stirring well; add soup and   next 6 ingredients., Spread 1/2 cup of cheese mixture in bottom of a   13- x 9- x 2-inch baking pan., Layer one-third of the noodles,   chicken, and cheese mixture in pan; repeat layers twice. Sprinkle   with breadcrumbs and Cheddar cheese; cover with aluminum foil., Bake   at 350 degrees for 30 minutes; uncover and bake an additional 15   minutes.
",6.0,International,589
590,Cream Scones,30,"Preheat the oven to 450., Mix dry ingredients together, reserving 1 Tbsp sugar., Cut butter into bits and rub into dry ingredients until thoroughly blended., (Or pulse in food processor.   Beat 2 eggs with cream, and blend into dry  ingredients with a few swift strokes., Use only a few more strokes to add  raisins., Turn dough onto lightly floured surface and knead 10 times; no more.   If it is very sticky, add a little flour, but very little; don't worry if it  sticks a bit to your hands., 
Press the dough into a 3/4 inch rectangle and cut  into 2 inch rounds with a biscuit cutter or glass., Place the rounds on an  ungreased baking sheet.  Gently reshape the leftover dough and cut again; this  recipe will produce 10-14 biscuits., Beat the remaining egg with 1 tablespoonful  of water and brush the top of each scone; sprinkle each with a little of the  remaining sugar., Bake 7-9 minutes, or until the scones are a beautiful golden  brown., These keep better than biscuits, but should still be eaten the same day  you make them., 
Seven Easy Additions to Cream Scones:, --Stir one-half cup or more chopped nuts into the prepared batter., --Use up to fifty percent whole wheat flour., --Substitute fresh fruit (apples, pears, peaches, whole berries (blueberries, cranberries or minced dried fruit (figs, apricots for the raisins., --Add one teaspoonful or more of cinnamon or ginger, or a pinch of nutmeg or allspice to the dried ingredients., --Add one-half cup grated cheese along with the eggs and cream; reduce the sugar to one teaspoon., 
--Add minced fresh herbs to taste-dill, parsley, and chevril are especially good; reduce the sugar to one teaspoonful., --Add one-half cup or more of minced cooked meat along with the eggs and cream; reduce the sugar to one teaspoon.",8.0,International,590
591,Creamed Beetroot,30,"Melt butter in a pan, add the onion and fry gently for 5 minutes with out browning., Add the flour and cook a further 2 minutes, stirring all the time.  Remove from the heat and gradually add the milk, beating vigorously after each addition., Return to the heat and bring to the boil stirring constantly., Lower the heat and simmer 2 minutes stirring occasionally, then stir in the cream, herbs, and salt and pepper to taste.  Fold in beetroot and apple and simmer a further 5 minutes, stirring occasionally., 
Remove from heat and leave to cool, stirring occasionally to prevent skin forming.",4.0,International,591
592,Creamy Smoked Salmon & Dijon Pasta,30,"Cook the pasta., Drain but do not rinse. Meanwhile, heat the butter in a large frying pan., Add the shallots and saute=E9 for about 5 minutes., Meanwhile, cut the salmon into thin bite-size pieces (I  use thick bite sized pieces and slice the green onions; set aside.  Then, whisk the sour cream, Dijon and pepper into the sauted shallots., Remove from the heat and immediately stir into the drained cooked pasta., Add the salmon and green  onions and toss., Serve hot or as a cold pasta salad., 
The flavour becomes  fuller with a day's refrigeration., If it's not creamy enough after being  chilled, simply stir in more sour cream.",4.0,International,592
593,Creamy Vegetable Curry with Rice,30,"Place rice in a large microwave-safe bowl with 3 cups boiling water and the  salt.  Cook on HIGH 12 - 14 minutes., (Do not cover the rice or it will boil  over.  Set aside. Place the oil and onion in a large dish and cook on HIGH for  2 minutes., Stir in the curry powder and cook on HIGH 30 seconds., Pour coconut  milk into the dish so that it is well combined., Add the vegetables, cover and  cook on HIGH for 10 minutes; stir after 5 minutes., Reheat the rice and fluff up  with a fork., 
Serve the curry over the rice.  Cheers,  Doreen Doreen Randal,  WAnganui., New Zealand",4.0,International,593
594,Crisp Flatbread,30,"To roll out: 1 1/4 cups plain white flour Crumble the yeast in a mixing bowl., Pour on the water., Stir to dissolve the yeast. Add salt and bread flour., Knead to an elastic dough., Turn out the dough onto a floured work surface. Cut into 3 parts., Form each part into a sausage and cut it into 8 pieces., Form each piece into a round ball., Cover and let rise for about 30 minutes., Roll out each ball into a very thin circle. N.B., Do not knead! Roll and turn the cake several times., 
When it is very thin, about 2 mm (1/12\, prick very closely with a fork., Make a hole in the middle of each cake. Place two cakes on each baking sheet. Bake at once at 275M-0C/525M-0F oven for 3 - 4 minutes., Cool on a rack.",4.0,International,594
595,Crisp Lemon Chicken,30,"Lemon Sauce:-  Mix cornflour with the lemon juice.  Mix the lemon rind, stock, ginger, brown sugar and cornflour mixture together in a saucepan., Bring to the boil and cook for 1 minutes., Set aside while preparing chicken., Crisp Chicken:-  Lightly beat the egg whites, cornflour and water together., Dip the chicken in this mixture.  Heat the oil in a wok or frying pan and fry the chicken until the juices run clear., Pour over the lemon sauce and served garnished with chopped spring onion.
",4.0,International,595
596,Crispy Potato Wedges,30,"Place potatoes in a large bowl; add cold water to cover and let stand 15 min      minutes., Preheat oven to 425., Spray a nonstick baking sheet with vegetable cooking spray., Set aside., Drain potatoes in colander., Spread on a double layer of paper towels., Cover with a second layer of paper towels., Press down on the towels to dry      potatoes., Transfer potatoes to a clean large bowl., Sprinkle with oil, pepper, and salt;      toss gently to combine.  Arrange seasoned potatoes in a single layer on the      prepared baking sheet., 
Bake potatoes for 20 minutes., Using a spatula, turn potatoes; sprinkle with garlic.  Bake until golden, about 20 minutes, turning baking sheet after 10      minutes for even browning., Serve immediately with ketchup on the side. <NOTE:  For a sweeter flavor, use sweet potatoes instead of the russet potatoes., Add 1/2 teaspoon of paprika when tossing potatoes with spices., Bake as previously directed.>.",4.0,International,596
597,Crock Pot Curried Carrots,30,"Arrange carrots in the crock pot and sprinkle with the curry powder, brown sugar, salt and pepper., Pour the melted butter over the carrots and toss thoroughly to mix all ingredients., Cover with lid and cook on HIGH 1 1/2 - 2 hours., Cheers,  Doreen Doreen Randal,  Wanganui, New Zealand.",4.0,International,597
